mgi_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
Aldh16a1,25539.0,True,1771.5,16.989583333333332,3900.3936193379786,1.3072439287386002,4
Prrg2,17505.0,True,1333.0,6.576388888888889,490.1613917924893,0.9036817704451204,1
Hmgcll1,120300.0,True,2115.5,66.47569444444444,12228.515086624082,1.3901947025822279,6
Fzd3,592744.0,True,2031.0,309.7604166666667,118349.38839285713,1.3183336584823782,5
Fgfrl1,4367.0,True,1787.0,5.371527777777778,616.7221133372049,1.0964789584045456,2
Fhl2,32540.0,True,2551.0,18.65277777777778,3315.5166473093304,1.1719218060307697,3
Fnbp4,169930.0,True,2411.0,100.19791666666667,19313.978114111495,0.9959105189451979,1
Scrn3,26025.0,True,1712.5,59.89930555555556,12213.860905439411,1.3280822105850152,4
Tle1,69618.0,True,1871.0,18.381944444444443,2197.8466415021294,1.456137965370204,5
Relt,44486.0,True,1487.0,97.11458333333333,20700.652330139368,1.573088205719256,6
Prpf31,131111.0,True,2687.0,111.38888888888889,13611.883081687962,0.8959994513785675,1
Carhsp1,466955.0,True,2597.0,20.90277777777778,5154.060201316299,1.418844577461915,6
Elk3,9713.0,True,2097.0,5.173611111111111,754.6596496322105,1.2310073200205003,4
Rnf151,452.0,True,942.0,1.5659722222222223,254.65068476577622,0.4631061179788805,1
Elavl2,456286.0,True,1320.0,232.11111111111111,54747.72977158343,1.0134048738588717,1
Mgst1,3844.0,True,1322.0,0.0,0.0,1.0063632615192317,2
Nfib,199420.0,True,518.5,57.22222222222222,10066.410375532327,2.0349153522363395,6
Ubqln4,109459.0,True,1650.0,95.5625,15142.044860627178,0.9298998754711937,1
Rbfox1,83690.0,True,2630.0,107.24652777777777,23481.99127710027,1.377953597062495,4
Man1a2,96056.0,True,2748.5,118.49652777777777,27220.94075445219,1.23361644885578,4
Bmp7,42037.0,True,1281.0,7.447916666666667,1361.9624346689895,1.538167819904837,6
Ap1b1,602553.0,True,2077.0,725.875,307282.3606271777,1.2270916983800004,4
Fam163b,47976.0,True,1630.5,79.08333333333333,16929.895470383275,1.562371210021044,6
Ascl2,371.0,True,2383.0,0.1111111111111111,2.586914440572977,0.5490720888591816,1
Pttg1ip,101576.0,True,2731.0,61.53125,15729.11400261324,1.3892453956741997,6
Trpm2,39721.0,True,534.5,47.96180555555556,11582.803414150212,1.8400832520600698,6
Lpo,4791.0,True,1827.5,2.0520833333333335,319.6523301393728,1.144191187848004,4
Met,11047.0,True,890.0,6.5625,1921.8288327526132,1.7609906773841795,6
Syn2,313008.0,True,1914.0,602.3715277777778,244184.2273398179,1.441728440367586,5
Rnmt,175257.0,True,1830.0,172.71180555555554,39143.46020857529,1.2906789152304647,3
Kcnq1,1100.0,True,2693.0,0.375,40.5,1.0773046094352658,2
Tor2a,77029.0,True,2677.5,50.96527777777778,7379.469173441733,1.0627194043734975,2
Cbx5,523053.0,True,1341.0,491.1979166666667,135783.89449041814,1.0428596808778618,1
Apobec3,961.0,True,2171.0,0.0,0.0,0.7516186449194756,1
Tex15,8183.0,True,2102.5,8.666666666666666,2027.0522648083622,1.3562796454590629,4
Tex11,888.0,True,1862.0,0.04513888888888889,0.5868055555555556,0.6789087977997136,2
Bcr,60488.0,True,2056.0,51.15277777777778,6344.764034068911,0.9723461773361576,2
Kcnd1,17229.0,True,1110.5,14.760416666666666,3520.1410060975604,1.3946255315911662,4
Pou6f1,56255.0,True,2102.5,40.170138888888886,10486.113809039876,1.3288851187258137,4
Nuak2,47070.0,True,2282.0,24.010416666666668,4455.160169860627,1.4616749283446069,5
Aldh3a2,108419.0,True,1364.0,130.80208333333334,26662.131424216026,1.5575039617542528,5
Hyal2,117760.0,True,2286.0,27.07638888888889,4196.384388308169,1.255378259373954,4
Rnf112,179769.0,True,1033.0,149.68402777777777,29390.349291037557,1.274943167119584,3
Prox1,8601.0,True,710.0,4.142361111111111,788.7566661827332,1.6533696419483224,5
2610507B11Rik,128874.0,True,1805.5,192.95833333333334,58845.956445993026,1.4868498900474119,6
Optc,4634.0,True,2704.0,3.732638888888889,243.33941879597367,0.9399242711144323,2
Tex14,2016.0,True,2389.5,5.045138888888889,1420.6286174022455,0.9386219537813391,2
Rdm1,5802.0,True,1905.5,12.67013888888889,1327.2601505032908,0.9645842402543501,2
Ebf3,131753.0,True,2524.5,74.39930555555556,13685.202368854045,1.1026839259090748,2
Psen2,38945.0,True,2504.0,48.479166666666664,7019.679006968641,0.9724462336150506,1
Plcd1,74513.0,True,2237.0,40.260416666666664,7983.47550087108,1.3086043954924742,5
Fads1,525888.0,True,2372.0,185.90277777777777,41288.75009678669,0.996802266047761,1
Lmbr1,124144.0,True,2632.0,100.89236111111111,25496.026701025938,1.1987789332140963,4
Wnt2,995.0,True,1652.0,3.454861111111111,1090.1233909214093,0.2587560396308634,1
Gabra1,378352.0,True,238.0,1073.9131944444443,1200966.776410666,2.029076158604484,5
Adssl1,45413.0,True,2664.0,123.96180555555556,23866.782508226865,0.9153277210079782,2
Thg1l,32114.0,True,2091.0,19.291666666666668,2095.782229965157,0.7818700659492817,1
Plin5,6201.0,True,2194.0,2.9756944444444446,412.0586406310492,1.1536365116205287,3
Sugp1,122204.0,True,2704.0,88.35416666666667,12369.02395470383,0.8762295396793891,1
Dhdh,12668.0,True,598.0,16.59375,1832.4859538327526,0.9776075642214815,1
Evi5,41446.0,True,2373.0,45.09375,5304.775152439024,0.8851930812026437,1
Bnip2,90960.0,True,2737.5,37.447916666666664,5579.857905052265,1.2277466711914509,4
Tmem167,171057.0,True,1879.0,124.03125,18807.019925958186,0.889125081124721,1
Ttll5,70575.0,True,2363.5,74.48263888888889,13184.299349109562,1.0881251509587886,2
Zfp715,69970.0,True,1408.0,55.104166666666664,13418.337543554007,1.575739595371739,5
Cdh23,13322.0,True,128.5,2.7708333333333335,653.4455574912892,1.9410129611229443,4
Amotl1,171763.0,True,935.5,281.49305555555554,154418.15326171118,1.8035553983947235,6
Gfod2,258661.0,True,2559.5,125.39930555555556,24280.944529132794,1.0691621607228943,2
Slc41a1,43086.0,True,1553.5,49.05902777777778,11188.912879887726,1.471052402208284,6
Zfp651,27618.0,True,2259.0,18.618055555555557,2620.327477739063,1.163664729424936,3
Bcas1,38791.0,True,2253.5,23.899305555555557,7380.1675256484705,1.470862495919733,6
Aldh1a2,1692.0,True,1921.0,0.0,0.0,0.5688204085922035,1
Cad,51367.0,True,1840.0,36.4375,8630.435104529617,1.452900570055016,6
Sh3bp5l,161712.0,True,2371.0,148.10416666666666,25327.745209059238,0.9812385714217259,1
Ehmt2,164878.0,True,2193.0,74.60069444444444,12185.801671989935,1.124653156749628,2
St3gal1,17823.0,True,507.0,16.729166666666668,5141.06925087108,1.961937358228023,6
Pax5,20064.0,True,662.5,1.34375,152.9929224738676,2.016375085283721,6
Prdm15,44283.0,True,871.5,32.579861111111114,8280.028443186218,1.6452995192946833,6
Rnf168,27632.0,True,2589.0,29.25347222222222,4099.318803232675,1.0219886255749782,1
Trpv4,1139.0,True,1845.0,2.0590277777777777,437.8188032326752,1.105440353051902,3
Zfp385c,1127.0,True,2762.0,1.3263888888888888,186.63874370886566,0.7558987023742091,2
Pigl,39224.0,True,2222.5,21.65625,2780.6305531358885,1.271925729469196,4
Bicc1,8297.0,True,2069.0,4.267361111111111,395.74359998064267,0.9513790845605453,1
Tmem87b,113559.0,True,2059.5,106.125,23771.252613240416,1.3298559847411875,4
Hps5,28322.0,True,1702.5,30.1875,6148.4316202090595,1.1042120019686696,2
Map3k4,98384.0,True,2734.5,81.51041666666667,18559.581772648082,1.448887740403445,6
Ankrd28,19035.0,True,2361.5,12.92013888888889,2820.1503944057295,1.2557521922568633,4
Ankrd52,59052.0,True,1476.5,31.649305555555557,7101.266828784359,1.5977045600186794,6
Dguok,93756.0,True,2635.5,81.05555555555556,14246.331397599688,1.0811060069602454,2
Csf1,4959.0,True,2522.0,8.597222222222221,1088.4086333720481,0.9056465521775133,1
Dll1,33367.0,True,1395.0,17.524305555555557,3517.5046336624077,1.4564916316861591,5
Stc1,26084.0,True,712.5,19.19097222222222,5230.879778842432,1.7344829873085092,6
Tppp3,341256.0,True,767.0,409.64930555555554,219215.3225779133,1.2788883876860053,3
Msh3,153460.0,True,798.0,96.34027777777777,99692.09983546264,2.1044603893577998,6
Surf4,406380.0,True,1515.0,215.98958333333334,48650.755988675955,1.2373839100925592,3
Naf1,7329.0,True,928.0,3.9791666666666665,167.1702961672474,0.6894167612296744,1
Yes1,28221.0,True,1585.0,14.815972222222221,3274.526991385985,1.307950176034609,4
Efr3a,133149.0,True,1324.0,306.80555555555554,104083.0212930701,1.3958981845474039,4
Galns,45886.0,True,1995.0,49.59722222222222,10841.25183894696,1.1921598747723512,3
Ptgds,14170.0,True,1655.5,25.444444444444443,5937.063104916764,1.3360307473364204,4
Casd1,184003.0,True,2355.0,168.49652777777777,50228.82228755324,1.3130392148204502,5
Mtmr1,43871.0,True,1278.0,33.21527777777778,8045.061507936508,1.4260845073383468,5
Abca1,12487.0,True,2474.0,13.54861111111111,2347.5237611304683,1.3800407935757029,5
Sash1,9922.0,True,1311.5,10.875,2180.033101045296,1.5155122540241515,6
Xk,23885.0,True,1886.0,27.993055555555557,6016.048732094464,1.1953966836232068,3
Pcolce2,4139.0,True,2649.5,4.378472222222222,603.3649704800619,1.1979901506104214,4
Clpx,108285.0,True,2594.0,116.38888888888889,22776.349980642666,1.0883611814286658,2
Notch4,16116.0,True,1306.0,3.0868055555555554,104.79731658923731,0.8064787213457918,1
Fam163a,7761.0,True,1389.0,3.9618055555555554,981.151846205962,1.3348647496965762,4
Hivep2,33919.0,True,1518.0,64.65277777777777,17537.30061943477,1.5247924249231184,6
Lpl,62500.0,True,406.0,100.57986111111111,64390.1608473674,1.9621658707931715,5
Atp6v0e,50019.0,True,1267.0,28.368055555555557,2333.5783488192023,0.8264449643635595,1
Lama5,10887.0,True,1454.5,25.84722222222222,6941.551490514904,1.1931858891361307,4
Steap2,26876.0,True,1151.5,48.86805555555556,11154.951171118853,1.1547675018388543,2
Anxa9,1550.0,True,2599.0,2.7152777777777777,355.0754452187379,1.0123212110513031,3
Capza2,585835.0,True,2723.5,600.0034722222222,257668.46340253582,1.0732569964829093,2
Ppil4,167678.0,True,2446.0,132.40625,34373.60093641115,1.0848583592658214,2
Eps8,45114.0,True,2230.5,35.62847222222222,11145.112357239643,1.5039209886002054,6
Tnr,49858.0,True,2073.5,74.57638888888889,16362.307733255904,1.449310688192037,6
Rxra,5657.0,True,914.0,12.065972222222221,3165.5322178668216,1.2698898201982598,3
Lcorl,114289.0,True,2571.0,42.875,8535.6637630662,1.284870415587924,5
Gtf2ird2,93594.0,True,2074.0,68.35069444444444,12814.29121902826,1.5823534298571384,6
Skiv2l2,165928.0,True,2005.0,150.07291666666666,25085.266441637636,1.1602580425318039,3
Celsr1,4900.0,True,1772.0,0.9409722222222222,11.087095915602013,0.7434601118322907,1
Fli1,2631.0,True,165.0,0.03819444444444445,0.4201388888888889,0.7932939172088297,1
Stard13,11677.0,True,1155.0,17.59027777777778,5211.434330236159,1.5536279706511402,5
Sertad4,40700.0,True,2587.0,23.28125,3786.119229094076,1.1419113457731893,3
Slc25a5,203642.0,True,839.0,307.53125,86087.50424651567,0.8705415370372865,1
Pls3,259486.0,True,1652.5,451.1979166666667,176697.67846254355,1.6689108356322777,6
Mpped2,268641.0,True,2135.0,141.98263888888889,30896.679140050328,1.1243527012011456,3
Ppfibp1,23501.0,True,865.0,10.104166666666666,1105.5849303135888,1.19807709597742,2
Cd46,6514.0,True,2707.0,13.385416666666666,3079.6523301393727,0.9637860253552774,2
Cd34,3439.0,True,2659.0,0.4791666666666667,35.02395470383275,0.6895758322159428,1
Cd274,9359.0,True,1119.0,15.36111111111111,3283.9388308168795,1.4854448800546984,5
Lnx2,10982.0,True,1582.0,1.7256944444444444,124.68756049167634,0.9928880337401256,1
Dyrk3,72809.0,True,2403.0,30.756944444444443,5986.560927216415,1.458813535309998,5
Mapkapk2,33379.0,True,1154.0,12.993055555555555,1755.128871467286,1.3187544336290276,3
Lamp2,127357.0,True,2342.5,79.1875,11828.034407665506,1.290278346148235,4
Foxred2,56588.0,True,1841.0,82.93055555555556,18575.019550909794,1.4155535228328169,5
Nup50,95428.0,True,840.0,94.59722222222223,15126.269260549747,1.1133246649699962,1
Ift27,83337.0,True,2482.0,55.138888888888886,4456.0851722802945,0.8003952614802997,1
Scube1,43050.0,True,1749.5,22.35763888888889,3534.571997193186,1.3233989974443547,4
Sulf1,256333.0,True,104.0,241.02083333333334,172757.50479094076,2.5775173005538483,6
Srsf6,516156.0,True,1197.0,270.1736111111111,70957.9070363918,1.1409251481264795,2
Plcg1,429234.0,True,2720.5,215.99652777777777,61884.26828058459,1.290494030959575,6
Tmprss6,2141.0,True,2441.0,2.6180555555555554,674.355352303523,0.6729546661289473,3
Il13ra1,81003.0,True,199.5,86.78819444444444,35866.111776519545,2.149025903497473,6
Cyth1,178787.0,True,1227.0,87.67013888888889,15761.183495451027,1.1929838737391594,2
Rnd3,152249.0,True,236.0,32.58680555555556,6108.96107965544,2.059209124162699,6
Brca1,29849.0,True,1039.0,2.767361111111111,263.4404640921409,1.8399832402650722,5
Cntnap1,23357.0,True,1561.0,63.708333333333336,6291.649825783971,0.7021757924265053,1
Vtn,9600.0,True,1864.0,0.22569444444444445,14.670138888888888,0.9872277871348802,2
Aldoc,129177.0,True,260.0,385.3923611111111,431776.3437741967,2.144609466148232,5
Stac2,12610.0,True,653.0,40.857638888888886,11187.112066879597,1.0105885348541324,1
Nek8,2484.0,True,2733.0,3.0104166666666665,561.4807273519164,1.0025444278625888,2
Plxdc1,27696.0,True,2350.0,64.15625,16655.275152439022,1.176618393764839,3
Timp2,553942.0,True,2092.0,854.2326388888889,385454.51363482384,1.2935657408332866,5
Zc3h18,31710.0,True,2684.0,12.052083333333334,781.2342116724739,0.7573043644650673,1
Igfbp4,89207.0,True,1787.5,175.25347222222223,86901.77873354625,1.6049732321727086,6
Suz12,14525.0,True,2291.0,16.038194444444443,2148.392264324429,0.8600513031361867,1
Atad5,14399.0,True,1899.0,6.607638888888889,944.4413351722802,1.326806118483112,5
Zfp334,70803.0,True,2433.5,67.44097222222223,15656.121939121178,1.2100613623816039,4
Ttpal,160432.0,True,2328.0,124.1875,26370.180749128922,1.4450558872489838,6
Tha1,14109.0,True,2595.0,21.979166666666668,2778.11106271777,1.078286915314221,2
Pigt,211947.0,True,1994.0,162.44444444444446,32867.230352303515,0.9248537784436742,1
Etv4,1599.0,True,1740.0,1.1319444444444444,89.34141502129306,0.8464330602535776,1
Slc12a5,318261.0,True,2152.0,523.1979166666666,137043.77602351917,1.199571613207018,4
Pltp,14995.0,True,1478.0,3.625,248.8275261324042,1.1361631548246578,2
Slc12a7,24829.0,True,555.5,29.524305555555557,10585.504633662407,2.0371099629464235,6
Ctsa,204529.0,True,1584.0,215.77777777777777,51853.94347657762,1.2083338258611003,3
Slc12a4,1084.0,True,2589.0,0.010416666666666666,0.010344076655052265,0.5856054197544688,1
Myo1c,17235.0,True,2486.0,23.99652777777778,4347.320545392954,1.3264111649885886,5
Crk,227983.0,True,2359.0,156.89583333333334,36806.49782229965,1.3953644938856444,6
Cadps2,71826.0,True,1134.0,113.07638888888889,70487.0951897019,1.875984513992399,5
Cyth3,114694.0,True,2635.5,58.85069444444444,13489.047316589236,1.4302863696626413,6
Cyth4,543.0,True,661.0,0.1701388888888889,8.336805555555555,0.6073732422567564,1
Med13l,49525.0,True,1700.0,19.63888888888889,2517.7367402245454,1.3273244826819026,4
Mafk,39862.0,True,2282.0,60.83680555555556,11980.76421554394,1.118924735619272,2
Med1,127349.0,True,1115.0,82.45486111111111,14962.436979771584,1.507026004874878,5
Mfng,13232.0,True,950.0,2.9027777777777777,783.3215253581108,1.6356236554792787,5
Trove2,110862.0,True,2098.5,99.97569444444444,25086.734598819203,1.3869034432435052,6
Stk4,64571.0,True,2260.0,57.99305555555556,10001.574864498645,1.276549719300692,4
Pmp22,3635.0,True,2053.5,1.5381944444444444,178.172752129307,1.1369078933793169,4
Gdf9,10599.0,True,2277.0,6.274305555555555,1102.0812887146728,1.3068776944530673,5
Pfn1,327844.0,True,2022.0,215.99305555555554,28837.895421989942,0.6843945418723595,1
Tomm34,198645.0,True,2725.0,239.56944444444446,45957.807007355776,1.0360806570311403,2
Ksr1,9351.0,True,1888.0,8.371527777777779,1337.056608110724,1.117212939457941,2
Gpx3,177371.0,True,1910.5,455.4861111111111,236851.07297715836,1.014310102037795,2
Anxa6,64480.0,True,954.0,143.20833333333334,38764.19337979094,1.5914680327648052,5
Shroom1,6369.0,True,2068.0,5.03125,719.4728876306621,1.3117587310968426,3
Sept8,113983.0,True,2629.5,274.30555555555554,58860.861014324444,1.20810326439434,4
Mtmr4,370061.0,True,2693.5,247.375,79495.68466898956,1.3500718171811137,6
Mrm1,37109.0,True,1013.5,35.920138888888886,5201.3280947541625,1.4991836876483484,4
Myo1b,79785.0,True,2160.0,6.9375,1076.672038327526,1.5072480669707782,6
Dhx40,114580.0,True,2546.0,96.10069444444444,22924.941044812233,1.2735283093342342,5
Akap1,60929.0,True,2105.0,28.3125,4158.361933797909,0.957681374706064,1
Kcnab3,13969.0,True,2343.0,28.993055555555557,5869.797861014325,1.1403851654641108,3
Trpv2,137562.0,True,1533.5,125.39583333333333,31041.02743902439,1.5003422149772778,6
Pcgf2,104823.0,True,2138.0,25.350694444444443,1528.4096859272163,0.7922409208201358,1
Cwc25,57886.0,True,2187.5,41.520833333333336,9798.591898954703,1.2184425775215983,4
Ctdnep1,29228.0,True,1251.0,20.40972222222222,1316.5632500967865,0.7534909073825268,1
2810408A11Rik,17247.0,True,2763.5,0.020833333333333332,0.125,1.0051594995941073,2
Glra2,90798.0,True,1106.0,56.895833333333336,13322.393292682924,1.6411032293621008,6
Sparc,80614.0,True,88.0,10.958333333333334,6882.8623693379795,2.374819784757024,5
Glra4,2054.0,True,411.0,5.357638888888889,1227.833321234998,1.2267776290311556,1
Tbx3,2510.0,True,709.0,0.003472222222222222,0.003472222222222222,1.1081112808831761,1
Crhr1,26301.0,True,2753.0,37.267361111111114,8192.196561653116,1.171155113253182,3
Pnpo,103464.0,True,1426.0,245.01041666666666,53725.501633275264,1.0490227999701645,1
Slc25a39,422407.0,True,1717.0,457.9548611111111,117517.46485433608,1.14391534368885,3
Lhx1,8364.0,True,1485.0,1.7118055555555556,242.24766502129305,1.3240637355998737,5
Pex12,45625.0,True,2051.5,51.545138888888886,10023.38471496322,1.3769196895717333,6
Slc25a35,4640.0,True,2648.0,10.166666666666666,1427.1080139372823,1.0632915930182405,2
Zbtb4,31154.0,True,1493.0,75.23958333333333,8618.47550087108,0.834285385072315,1
Acsl1,70648.0,True,731.5,51.59027777777778,9433.55976577623,1.4839504294536148,4
Abca5,45618.0,True,2169.5,65.62847222222223,10838.094935636855,1.1259170990502638,2
Zfyve27,226693.0,True,2565.0,177.62847222222223,42556.255214382494,1.1049844178837016,3
Arrb1,95607.0,True,2699.0,117.07291666666667,28652.84832317073,1.3159680265937548,5
Alox15,559.0,True,1878.0,0.3645833333333333,36.14884581881533,0.9549970800985732,1
Map2k3,54949.0,True,1842.0,28.21875,5236.847452090592,1.3018088153758345,3
E2f2,4148.0,True,291.0,5.579861111111111,569.2688613046846,1.206377142822039,1
Rab3d,40722.0,True,1777.0,6.711805555555555,1333.069964672861,1.5898828025211806,6
Aldh3a1,594.0,True,2619.0,0.6041666666666666,51.23649825783972,0.5722728640194346,1
Chtf18,5632.0,True,1109.0,6.142361111111111,1566.9796626984128,1.4105373054013672,4
Lhx9,9035.0,True,517.0,0.08680555555555555,2.170138888888889,1.8091026387388418,4
Rps6kl1,158350.0,True,2297.0,188.72916666666666,56513.89851916378,1.2902478176333785,5
Ahr,8313.0,True,1015.0,5.836805555555555,1030.2206615369726,1.0019394667151198,2
Dpep1,2277.0,True,2528.5,2.9965277777777777,982.7142736159503,1.0023107456230793,2
Tmem129,67722.0,True,2462.0,110.52430555555556,29323.734598819203,1.329322901293345,5
Zfp687,151662.0,True,1297.0,84.70138888888889,17982.8652245451,1.5241255797962883,6
Gdpd2,59665.0,True,2540.0,47.00347222222222,7784.365841560202,1.2940254322540745,3
Xab2,170217.0,True,2533.5,135.81597222222223,35116.61061507936,1.3342206253195459,4
Rcn3,6705.0,True,863.0,1.6909722222222223,345.4407544521874,1.3636358432255031,3
