GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Fance_2	3092	903	2.259e-01	2.225e-01	5.792e+00	3.163e-01	9.565e-01	1.666e-01	4.175e-01
Farsb_2	13218	4250	7.466e-01	6.333e+00	3.447e+00	-8.071e-01	1.082e+00	1.413e-01	3.975e-01
Faxc_8	5593	1746	4.711e-01	-9.481e-01	7.047e+00	-2.041e+00	8.760e-01	1.856e-01	4.385e-01
Faxc_16	5912	2297	5.096e-01	3.069e+00	4.581e+00	-6.018e-01	2.110e+00	3.996e-02	2.561e-01
Fbf1_6	10797	2088	5.096e-01	1.245e+00	4.364e+00	1.258e-01	2.124e-01	5.145e-01	7.792e-01
Fbf1_9	8471	1954	5.124e-01	3.277e+00	2.995e+00	2.804e-01	-1.611e-02	1.000e+00	1.000e+00
Fbf1_10	4080	1325	3.471e-01	-4.256e+00	3.467e+00	-7.204e-01	-5.342e-01	1.000e+00	1.000e+00
Fbxl2_nmdSE_1	1028	337	1.653e-01	-7.423e+00	3.638e+00	-1.577e+00	1.831e-03	9.517e-01	1.000e+00
Fbxl5_7	8652	3430	4.022e-01	3.264e+00	5.307e+00	3.978e+00	3.076e+00	1.312e-02	1.629e-01
Fbxo44_nmdSE_1	38187	1364	6.061e-01	-6.683e+00	3.902e+00	-1.014e+00	1.677e+00	6.706e-02	2.989e-01
Fbxo44_nmdSE_3	10398	2760	5.179e-01	-1.567e+00	5.897e+00	-2.312e+00	2.312e+00	3.155e-02	2.181e-01
Fbxw11_1	23144	3433	8.650e-01	-2.549e+00	4.509e+00	3.673e-01	-2.226e+00	1.000e+00	1.000e+00
Fbxw11_2	22472	2761	8.650e-01	-1.092e+00	4.083e+00	-4.277e-01	1.650e-01	5.656e-01	8.195e-01
Fbxw11_5	22255	2868	8.623e-01	-1.001e+00	4.949e+00	-7.536e-01	1.856e+00	5.399e-02	2.800e-01
Fbxw11_6	21184	2600	8.678e-01	-2.261e+00	5.475e+00	3.573e-01	-2.559e-01	1.000e+00	1.000e+00
Fbxw11_8	22040	2329	8.705e-01	-5.689e+00	4.688e+00	-6.524e-01	-7.812e-01	1.000e+00	1.000e+00
Fbxw11_9	8300	3230	8.292e-01	-1.239e+00	5.698e+00	3.944e-01	1.254e+00	1.132e-01	3.579e-01
Fbxw11_nmdSE_1	8507	2220	8.430e-01	-5.063e+00	6.448e+00	-5.692e-01	3.481e-01	4.040e-01	6.722e-01
Fbxw17_nmdSE_1	7024	1319	2.700e-01	-5.316e+00	5.553e+00	-5.760e-03	4.961e-01	3.192e-01	5.851e-01
Fbxw5_4	29790	12121	7.135e-01	5.252e+00	4.056e+00	1.409e+00	2.031e+00	4.385e-02	2.601e-01
Fchsd2_3	1744	485	2.700e-01	6.211e-02	5.786e+00	-4.464e-01	8.608e-01	1.895e-01	4.418e-01
Fdps_2	46573	9415	9.559e-01	-5.425e+00	3.755e+00	-4.664e-01	-4.883e-02	1.000e+00	1.000e+00
Fez2_1	8034	1775	3.747e-01	7.313e-01	6.269e+00	2.317e+00	2.393e+00	2.869e-02	2.089e-01
Fgf13_1	16859	3827	7.190e-01	-1.989e+00	7.032e+00	-9.080e-02	-1.634e+00	1.000e+00	1.000e+00
Fhl1_2	89958	10445	7.961e-01	4.864e+00	4.246e+00	-1.127e-01	6.250e-01	2.636e-01	5.271e-01
Fhl1_3	88515	8938	7.934e-01	2.013e+00	5.634e+00	1.004e+00	-1.439e+00	1.000e+00	1.000e+00
Fibp_1	22654	10895	8.595e-01	4.042e+00	3.826e+00	1.453e+00	2.869e+00	1.660e-02	1.670e-01
Fip1l1_5	3695	1323	4.435e-01	-1.155e+00	6.644e+00	-1.911e+00	4.663e-02	7.601e-01	1.000e+00
